ID,First Name,Last Name,Birth Year,Birth Season,IsMale,Nationality,IsAlive,MaxHealth,Virtility,Language,DaysLeft,Stature,Managment rating,Combat Rating,InKeep,IsPregnant,Family ID,Spouse,Father,Mother,Fiancee,Salary,InEmployersEntourage,IsPlayersHeir,Location,Army ID,NPCsEmployer
Char_1542,Arnaud,Avreau,1179,0,TRUE,Eng,TRUE,8,5,lang_C2,90,0,5,4.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ELA04,,
Char_1543,Bernard,Avreau,1175,0,TRUE,Eng,TRUE,6,1,lang_C2,90,0,1,2.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ESX01,,
Char_1544,Bodo,Avreau,1173,0,TRUE,Eng,TRUE,6,6,lang_C2,90,0,7,6.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ESX02,,
Char_1545,Guillaume,Avreau,1167,0,TRUE,Eng,TRUE,8,7,lang_C2,90,0,5,3,FALSE,FALSE,,,,,,0,FALSE,FALSE,EYS15,,
Char_1546,Guy,Avreau,1175,0,TRUE,Eng,TRUE,7,5,lang_C2,90,0,4,5,FALSE,FALSE,,,,,,0,FALSE,FALSE,EDR01,,
Char_1547,James,Avreau,1170,0,TRUE,Eng,TRUE,5,2,lang_C2,90,0,8,4,FALSE,FALSE,,,,,,0,FALSE,FALSE,ECH01,,
Char_1549,Pablo,Avreau,1175,0,TRUE,Eng,TRUE,7,6,lang_C2,90,0,6,4,FALSE,FALSE,,,,,,0,FALSE,FALSE,EBK03,,
Char_1554,Guillaume,Axat,1165,0,TRUE,Eng,TRUE,8,6,lang_C2,90,0,8,4.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EDU01,,
Char_1555,James,Axat,1174,0,TRUE,Eng,TRUE,7,6,lang_C2,90,0,2,1.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,EDV02,,
Char_1556,Jean,Axat,1170,0,TRUE,Eng,TRUE,7,1,lang_C2,90,0,3,4,FALSE,FALSE,,,,,,0,FALSE,FALSE,ESM05,,
Char_1557,Robert,Axat,1171,0,TRUE,Eng,TRUE,6,8,lang_C2,90,0,2,6,FALSE,FALSE,,,,,,0,FALSE,FALSE,ELA03,,
Char_1559,Bernard,Aylesbury,1174,0,TRUE,Eng,TRUE,6,8,lang_C2,90,0,7,5,FALSE,FALSE,,,,,,0,FALSE,FALSE,ESR03,,
Char_1560,Charles,Aylesbury,1163,0,TRUE,Eng,TRUE,4,3,lang_C2,90,0,5,5,FALSE,FALSE,,,,,,0,FALSE,FALSE,ESX04,,
Char_1561,Edward,Aylesbury,1172,0,TRUE,Eng,TRUE,6,1,lang_C6,90,0,4,7,FALSE,FALSE,,,,,,0,FALSE,FALSE,EMN01,,
Char_1563,Guy,Aylesbury,1171,0,TRUE,Eng,TRUE,6,8,lang_C2,90,0,7,4,FALSE,FALSE,,,,,,0,FALSE,FALSE,ELA01,,
Char_1571,James,Aylshm,1166,0,TRUE,Eng,TRUE,7,6,lang_C2,90,0,1,6,FALSE,FALSE,,,,,,0,FALSE,FALSE,ELC06,,
Char_1591,Bodo,Baigneaux,1165,0,TRUE,Eng,TRUE,5,4,lang_C2,90,0,9,3.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENU04,,
Char_1612,Pablo,Baiona,1165,0,TRUE,Eng,TRUE,7,1,lang_C2,90,0,2,3,FALSE,FALSE,,,,,,0,FALSE,FALSE,EYS08,,
Char_1614,Alain,Bampton,1177,0,TRUE,Eng,TRUE,7,1,lang_I7,90,0,1,3.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENO04,,
Char_1621,Roger,Bampton,1162,0,TRUE,Eng,TRUE,5,1,lang_C2,90,0,1,3.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,ECG02,,
Char_1623,Arnaud,Bapaume,1160,0,TRUE,Eng,TRUE,5,6,lang_C2,90,0,1,5.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,EEX02,,
Char_1624,Bernard,Bapaume,1170,0,TRUE,Eng,TRUE,6,1,lang_C2,90,0,8,1.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENF02,,
Char_1625,Bodo,Bapaume,1164,0,TRUE,Eng,TRUE,4,8,lang_C2,90,0,1,5.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ECU03,,
Char_1626,Edmund,Bapaume,1174,0,TRUE,Eng,TRUE,5,6,lang_C2,90,0,5,6,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENF05,,
Char_1627,Henry,Bapaume,1169,0,TRUE,Eng,TRUE,8,6,lang_C2,90,0,1,3,FALSE,FALSE,,,,,,0,FALSE,FALSE,ESU03,,
Char_1628,Philippe,Bapaume,1163,0,TRUE,Eng,TRUE,6,8,lang_C6,90,0,1,3.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EMN01,,
Char_1629,Robert,de Bapaume,1176,0,TRUE,Eng,TRUE,7,5,lang_C2,90,0,6,3,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENO04,,
Char_1630,Alain,de Bar,1166,0,TRUE,Eng,TRUE,8,4,lang_C2,90,0,2,5,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENF01,,
Char_1631,Bodo,Bar,1166,0,TRUE,Eng,TRUE,8,1,lang_C2,90,0,7,5,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENF02,,
Char_1632,Guy,Bar,1160,0,TRUE,Eng,TRUE,4,1,lang_C2,90,0,3,4,FALSE,FALSE,,,,,,0,FALSE,FALSE,EDR03,,
Char_1633,Hugh,Bar,1171,0,TRUE,Eng,TRUE,4,8,lang_C2,90,0,7,3.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,ESU07,,
Char_1636,Jean,Bar,1162,0,TRUE,Eng,TRUE,8,7,lang_C2,90,0,6,4.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EYS15,,
Char_1637,Louis,Bar,1167,0,TRUE,Eng,TRUE,7,1,lang_C2,90,0,1,7.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,ELA05,,
Char_1638,Arnaud,de Barbezieux,1163,0,TRUE,Eng,TRUE,8,5,lang_C2,90,0,3,4,FALSE,FALSE,,,,,,0,FALSE,FALSE,ECH01,,
Char_1646,Arnaud,Barcelonette,1160,0,TRUE,Eng,TRUE,8,6,lang_C2,90,0,2,3.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,EHM01,,
Char_1653,Tomas,Barcelonette,1173,0,TRUE,Eng,TRUE,4,6,lang_C2,90,0,5,4.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EYS13,,
Char_1656,Bernard,Barfleur,1179,0,TRUE,Eng,TRUE,5,2,lang_H3,90,0,4,3.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EYS13,,
Char_1657,Pablo,Barfleur,1170,0,TRUE,Eng,TRUE,7,8,lang_C2,90,0,3,3,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENW03,,
Char_1658,Bodo,Barfleur,1174,0,TRUE,Eng,TRUE,8,8,lang_C2,90,0,1,5.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENW01,,
Char_1659,Guy,Barfleur,1162,0,TRUE,Eng,TRUE,4,2,lang_C2,90,0,6,3.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENW07,,
Char_1661,William,Barfleur,1168,0,TRUE,Eng,TRUE,5,5,lang_C2,90,0,5,3.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,EYS14,,
Char_1670,Bodo,de Barnstable,1162,0,TRUE,Eng,TRUE,7,6,lang_C2,90,0,7,5.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EDU03,,
Char_1672,Edmund,Barnstable,1172,0,TRUE,Eng,TRUE,4,8,lang_C2,90,0,5,5.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EAR03,,
Char_1673,Edward,Barnstable,1164,0,TRUE,Eng,TRUE,7,1,lang_C2,90,0,6,4,FALSE,FALSE,,,,,,0,FALSE,FALSE,EDV03,,
Char_1674,James,Barnstable,1169,0,TRUE,Eng,TRUE,8,8,lang_C2,90,0,5,3,FALSE,FALSE,,,,,,0,FALSE,FALSE,EYS19,,
Char_1675,Jean,Barnstable,1176,0,TRUE,Eng,TRUE,8,2,lang_C2,90,0,7,3,FALSE,FALSE,,,,,,0,FALSE,FALSE,EST01,,
Char_1676,Guasbert,Barnstable,1171,0,TRUE,Eng,TRUE,8,4,lang_C2,90,0,1,2.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENO01,,
Char_1677,Tristan,Barnstable,1173,0,TRUE,Eng,TRUE,6,7,lang_C2,90,0,1,4,FALSE,FALSE,,,,,,0,FALSE,FALSE,EAR01,,
Char_1679,Arnaud,Barsac,1177,0,TRUE,Eng,TRUE,7,1,lang_F1,90,0,4,3.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,EGL05,,
Char_1693,Tristan,Bar-le-Duc,1177,0,TRUE,Eng,TRUE,5,2,lang_F1,90,0,3,5.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EEX03,,
Char_1698,Henry,Bastogne,1172,0,TRUE,Eng,TRUE,4,6,lang_C2,90,0,3,3,FALSE,FALSE,,,,,,0,FALSE,FALSE,EDU03,,
Char_1699,James,Bastogne,1176,0,TRUE,Eng,TRUE,7,1,lang_C2,90,0,3,6.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ELC04,,
Char_1700,Robert,Bastogne,1178,0,TRUE,Eng,TRUE,8,7,lang_C2,90,0,8,3.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENH02,,
Char_1701,Tristan,Bastogne,1179,0,TRUE,Eng,TRUE,5,2,lang_C2,90,0,5,3.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EWK04,,
Char_1702,Alain,de Bath,1169,0,TRUE,Eng,TRUE,6,3,lang_C2,90,0,2,3.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENW06,,
Char_1703,Arnaud,of Bath,1168,0,TRUE,Eng,TRUE,7,6,lang_C2,90,0,1,4.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,EWK03,,
Char_1712,Bernard,Bauge,1169,0,TRUE,Eng,TRUE,5,1,lang_C2,90,0,7,6,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENW10,,
Char_1713,Bodo,Bauge,1162,0,TRUE,Eng,TRUE,5,3,lang_C2,90,0,6,4,FALSE,FALSE,,,,,,0,FALSE,FALSE,ESM01,,
Char_1721,James,Bayeaux,1162,0,TRUE,Eng,TRUE,6,5,lang_C2,90,0,2,3,FALSE,FALSE,,,,,,0,FALSE,FALSE,EDT05,,
Char_1722,Philippe,Bayeaux,1169,0,TRUE,Eng,TRUE,5,2,lang_C2,90,0,6,5,FALSE,FALSE,,,,,,0,FALSE,FALSE,ECW03,,
Char_1723,Robert,Bayeaux,1175,0,TRUE,Eng,TRUE,6,3,lang_C2,90,0,7,1.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,EYS09,,
Char_1734,Bernard,de Beaucaire,1174,0,TRUE,Eng,TRUE,4,4,lang_C2,90,0,2,6.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,EHM01,,
Char_1742,Alain,de Beaugency,1177,0,TRUE,Eng,TRUE,6,7,lang_F2,90,0,1,4.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENW03,,
Char_1750,Arnaud,de Beaujolais,1164,0,TRUE,Eng,TRUE,7,4,lang_C2,90,0,1,4.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EEX04,,
Char_1753,Edmund,Beaujolais,1177,0,TRUE,Eng,TRUE,7,6,lang_B1,90,0,7,5.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EHE04,,
Char_1767,Jack,Beaumont,1167,0,TRUE,Eng,TRUE,8,7,lang_C2,90,0,2,3.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,ESX04,,
Char_1768,James,Beaumont,1171,0,TRUE,Eng,TRUE,5,1,lang_C2,90,0,2,4.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ESY02,,
Char_1769,Jaun,Beaumont,1173,0,TRUE,Eng,TRUE,6,4,lang_C2,90,0,6,4.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,EHM03,,
Char_1770,Jean,Beaumont,1176,0,TRUE,Eng,TRUE,5,7,lang_C2,90,0,2,6.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EDR04,,
Char_1772,Enguerrand,Beaumont,1179,0,TRUE,Eng,TRUE,4,8,lang_F3,90,0,1,2.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,EBK02,,
Char_1776,Pickle,Beaumont,1179,0,TRUE,Eng,TRUE,5,1,lang_F1,90,0,4,4.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ECG02,,
Char_1781,William,Beaumont,1169,0,TRUE,Eng,TRUE,5,8,lang_C2,90,0,1,4.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EPM01,,
Char_1787,Henry,Beaumont-en-Maine,1165,0,TRUE,Eng,TRUE,5,4,lang_C2,90,0,9,6.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,ELA06,,
Char_1789,Rhodri,Beaumont-en-Maine,1166,0,TRUE,Eng,TRUE,4,1,lang_C1,90,0,9,4,FALSE,FALSE,,,,,,0,FALSE,FALSE,EYS02,,
Char_1791,Charles,Beauvais,1176,0,TRUE,Eng,TRUE,7,1,lang_C2,90,0,8,6.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,EAR03,,
Char_1792,Guy,Beauvais,1163,0,TRUE,Eng,TRUE,6,6,lang_C2,90,0,8,5.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENW02,,
Char_1793,Henry,Beauvais,1177,0,TRUE,Eng,TRUE,7,7,lang_C2,90,0,4,6,FALSE,FALSE,,,,,,0,FALSE,FALSE,ESX04,,
Char_1795,James,Beauvais,1165,0,TRUE,Eng,TRUE,5,3,lang_C2,90,0,4,3,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENU05,,
Char_1800,Bodo,Bedford,1179,0,TRUE,Eng,TRUE,5,1,lang_F4,90,0,3,5.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EDR01,,
Char_1813,The Begger,Bellac,1177,0,TRUE,Eng,TRUE,8,6,lang_F1,90,0,5,4.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EPM02,,
Char_1815,Bodo,Bellevile,1163,0,TRUE,Eng,TRUE,4,2,lang_C2,90,0,7,2,FALSE,FALSE,,,,,,0,FALSE,FALSE,EDU05,,
Char_1816,Guillaume,Bellevile,1164,0,TRUE,Eng,TRUE,8,5,lang_C2,90,0,7,3.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,ECU03,,
Char_1817,James,Bellevile,1172,0,TRUE,Eng,TRUE,5,2,lang_C2,90,0,5,5.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,EST01,,
Char_1818,Jean,Bellevile,1171,0,TRUE,Eng,TRUE,6,3,lang_C2,90,0,7,5.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ELA02,,
Char_1822,Alain,de Belly,1178,0,TRUE,Eng,TRUE,7,1,lang_F1,90,0,8,3.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,ECU06,,
Char_1834,John,Bergen-op-Zoom,1178,0,TRUE,Eng,TRUE,7,2,lang_F1,90,0,4,3.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EKE02,,
Char_1837,Tristan,Bergen-op-Zoom,1167,0,TRUE,Eng,TRUE,5,2,lang_C2,90,0,7,1.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EDU02,,
Char_1838,Bodo,de Bergerac,1163,0,TRUE,Eng,TRUE,6,6,lang_C2,90,0,3,5.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EDU02,,
Char_1840,Henry,Bergerac,1167,0,TRUE,Eng,TRUE,5,1,lang_C2,90,0,8,5,FALSE,FALSE,,,,,,0,FALSE,FALSE,EBK03,,
Char_1841,James,Bergerac,1165,0,TRUE,Eng,TRUE,5,8,lang_C2,90,0,1,4,FALSE,FALSE,,,,,,0,FALSE,FALSE,ECU06,,
Char_1842,Louis,Bergerac,1165,0,TRUE,Eng,TRUE,5,1,lang_C2,90,0,6,7,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENO02,,
Char_1845,Tristan,Bergerac,1174,0,TRUE,Eng,TRUE,5,8,lang_C2,90,0,6,2,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENO02,,
Char_1850,Philippe,Bermyngham,1159,0,TRUE,Eng,TRUE,5,5,lang_C2,90,0,8,3,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENF01,,
Char_1851,Robert,Bermyngham,1178,0,TRUE,Eng,TRUE,8,6,lang_C2,90,0,2,2,FALSE,FALSE,,,,,,0,FALSE,FALSE,EYS04,,
Char_1860,Tristan,Besancon,1166,0,TRUE,Eng,TRUE,4,5,lang_C2,90,0,3,1.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENF03,,
Char_1907,Robert,Bidassoa,1173,0,TRUE,Eng,TRUE,7,1,lang_C2,90,0,3,4.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENF01,,
Char_1908,Tristan,Bidassoa,1177,0,TRUE,Eng,TRUE,6,5,lang_C2,90,0,1,4.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ESU05,,
Char_1909,William,Bidassoa,1169,0,TRUE,Eng,TRUE,4,6,lang_C2,90,0,5,5.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENF06,,
Char_1910,Arnaud,Biella,1173,0,TRUE,Eng,TRUE,7,1,lang_C2,90,0,1,6.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,ESY01,,
Char_1911,Charles,Biella,1169,0,TRUE,Eng,TRUE,8,4,lang_C2,90,0,7,5,FALSE,FALSE,,,,,,0,FALSE,FALSE,EYS08,,
Char_1912,Edmund,Biella,1165,0,TRUE,Eng,TRUE,8,5,lang_C2,90,0,3,4,FALSE,FALSE,,,,,,0,FALSE,FALSE,ESX04,,
Char_1913,Guy,Biella,1172,0,TRUE,Eng,TRUE,5,1,lang_C2,90,0,7,4.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,ESX06,,
Char_1914,Humphrey,Cuccoldo,1169,0,TRUE,Eng,TRUE,7,1,lang_C2,90,0,4,3.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,EKE04,,
Char_1915,Louis,Biella,1172,0,TRUE,Eng,TRUE,8,4,lang_C2,90,0,9,2,FALSE,FALSE,,,,,,0,FALSE,FALSE,ELA02,,
Char_1916,Robert,Biella,1174,0,TRUE,Eng,TRUE,6,8,lang_C2,90,0,3,1,FALSE,FALSE,,,,,,0,FALSE,FALSE,ESR04,,
Char_1917,Tristan,Biella,1160,0,TRUE,Eng,TRUE,5,8,lang_C2,90,0,1,5,FALSE,FALSE,,,,,,0,FALSE,FALSE,EEX04,,
Char_1918,Alain,Bigorre,1177,0,TRUE,Eng,TRUE,6,7,lang_G1,90,0,6,3.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,EYS10,,
Char_1934,Alain,Blandford,1167,0,TRUE,Eng,TRUE,7,8,lang_C2,90,0,5,7.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EGL06,,
Char_1935,Bernard,Blandford,1173,0,TRUE,Eng,TRUE,6,3,lang_C2,90,0,7,5.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ELC07,,
Char_1936,Charles,Blandford,1169,0,TRUE,Eng,TRUE,6,1,lang_C2,90,0,2,3.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ESY04,,
Char_1937,Edmund,Blandford,1162,0,TRUE,Eng,TRUE,8,1,lang_C2,90,0,6,4.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,EGL02,,
Char_1943,Bodo,Blaye,1171,0,TRUE,Eng,TRUE,7,6,lang_C2,90,0,1,6,FALSE,FALSE,,,,,,0,FALSE,FALSE,EGL04,,
Char_1944,Charles,Blaye,1164,0,TRUE,Eng,TRUE,8,7,lang_C2,90,0,4,4.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,ESW03,,
Char_1945,Guillaume,Blaye,1160,0,TRUE,Eng,TRUE,7,8,lang_C2,90,0,3,3,FALSE,FALSE,,,,,,0,FALSE,FALSE,EPM04,,
Char_1947,Jean,Blaye,1161,0,TRUE,Eng,TRUE,4,1,lang_C2,90,0,8,2.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EDT03,,
Char_1948,Louis,de Blaye,1178,0,TRUE,Eng,TRUE,4,7,lang_C2,90,0,1,4,FALSE,FALSE,,,,,,0,FALSE,FALSE,EAR05,,
Char_1954,Louis,Blois,1178,0,TRUE,Eng,TRUE,4,3,lang_C3,90,0,3,5.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EYS12,,
Char_1957,William,Blois,1160,0,TRUE,Eng,TRUE,6,5,lang_C2,90,0,5,3,FALSE,FALSE,,,,,,0,FALSE,FALSE,EWK05,,
Char_1958,Alain,Boen,1169,0,TRUE,Eng,TRUE,6,7,lang_C2,90,0,4,7.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EGL04,,
Char_1960,Guillaume,Boen,1160,0,TRUE,Eng,TRUE,8,6,lang_C2,90,0,9,2.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EWK01,,
Char_1961,Guy,Boen,1168,0,TRUE,Eng,TRUE,5,3,lang_C2,90,0,5,4.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENW05,,
Char_1962,Henry,de Boen,1170,0,TRUE,Eng,TRUE,8,8,lang_C2,90,0,3,2.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EYS06,,
Char_1968,Jean,Boisssy-en-Brie,1159,0,TRUE,Eng,TRUE,7,4,lang_C2,90,0,1,2,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENH03,,
Char_1972,Guedon,Boisssy-en-Brie,1169,0,TRUE,Eng,TRUE,8,1,lang_C2,90,0,2,5.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EAR03,,
Char_1973,Tristan,Boisssy-en-Brie,1167,0,TRUE,Eng,TRUE,5,6,lang_C2,90,0,4,4.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENW02,,
Char_1974,Bernard,de Bolton,1166,0,TRUE,Eng,TRUE,8,4,lang_C2,90,0,6,2.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,EAR02,,
Char_1975,Guillaume,of Bolton,1169,0,TRUE,Eng,TRUE,7,8,lang_C2,90,0,5,4,FALSE,FALSE,,,,,,0,FALSE,FALSE,ENW10,,
Char_1976,Guy,Bolton,1162,0,TRUE,Eng,TRUE,6,2,lang_C2,90,0,2,5.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ECG05,,
Char_1978,John,Bolton,1169,0,TRUE,Eng,TRUE,6,4,lang_C2,90,0,1,5.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,EDU02,,
Char_1979,Philippe,Bolton,1166,0,TRUE,Eng,TRUE,5,5,lang_C2,90,0,5,2.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EYS14,,
Char_1982,Alain,de Bootle,1169,0,TRUE,Eng,TRUE,8,8,lang_C2,90,0,8,4,FALSE,FALSE,,,,,,0,FALSE,FALSE,EOX06,,
Char_1985,James,Bootle,1170,0,TRUE,Eng,TRUE,6,1,lang_C2,90,0,2,3.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,ESX01,,
Char_1986,John,Bootle,1162,0,TRUE,Eng,TRUE,5,7,lang_C2,90,0,1,4,FALSE,FALSE,,,,,,0,FALSE,FALSE,EYS17,,
Char_1988,Robert,Bootle,1160,0,TRUE,Eng,TRUE,6,1,lang_C2,90,0,6,1.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EYS12,,
Char_1990,Alain,de Bordeaux,1164,0,TRUE,Eng,TRUE,4,1,lang_C2,90,0,1,5.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,ECG04,,
Char_1992,Edward,Bordeaux,1168,0,TRUE,Eng,TRUE,8,5,lang_C2,90,0,7,4,FALSE,FALSE,,,,,,0,FALSE,FALSE,EWK05,,
Char_1993,Guillaume,Bordeaux,1173,0,TRUE,Eng,TRUE,5,5,lang_C2,90,0,6,1.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EBK01,,
Char_1994,Jean,Bordeaux,1167,0,TRUE,Eng,TRUE,7,6,lang_C2,90,0,8,2.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,EWK05,,
Char_2012,Dreux,de Cressonsart,1160,0,TRUE,Eng,TRUE,7,1,lang_C2,90,0,8,7.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,EYS04,,
Char_2013,Pierre,d'Amiens,1164,0,TRUE,Eng,TRUE,8,9,lang_C2,90,0,1,6,FALSE,FALSE,,,,,,0,FALSE,FALSE,ELC04,,
Char_2015,Stephan,de Turnham,1148,0,TRUE,Eng,TRUE,6,1,lang_C2,90,0,9,8.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ELN01,,
Char_2019,Henry,FitzAilwin,1160,0,TRUE,Eng,TRUE,7,1,lang_C2,90,0,6,5,FALSE,FALSE,,,,,,0,FALSE,FALSE,ELN01,,
Char_2026,Alberic,de Trois-Fontaines,1171,0,TRUE,Eng,TRUE,7,1,lang_C2,90,0,8,4,FALSE,FALSE,,,,,,0,FALSE,FALSE,ELN01,,
Char_2028,Wolfram,von Eschenbach,1151,0,TRUE,Eng,TRUE,7,1,lang_C2,90,0,9,8,FALSE,FALSE,,,,,,0,FALSE,FALSE,EAR01,,
Char_2030,William,Ely,1144,0,TRUE,Eng,TRUE,6,1,lang_C2,90,0,8,7.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ESX03,,
Char_2041,Louis,Bourg,1166,0,TRUE,Eng,TRUE,5,3,lang_C2,90,0,4,3,FALSE,FALSE,,,,,,0,FALSE,FALSE,ESM01,,
Char_2043,Tomas,Bourg,1178,0,TRUE,Eng,TRUE,8,1,lang_F1,90,0,7,3,FALSE,FALSE,,,,,,0,FALSE,FALSE,EYS07,,
Char_2061,Tristan,Bourges,1171,0,TRUE,Eng,TRUE,7,5,lang_C2,90,0,5,5.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EAR02,,
Char_2082,Louis,Bradford,1163,0,TRUE,Eng,TRUE,7,4,lang_C2,90,0,8,4.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,ELA06,,
Char_2085,William,Bradford,1177,0,TRUE,Eng,TRUE,8,7,lang_C4,90,0,1,6.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EYS13,,
Char_2089,John,Brampton,1177,0,TRUE,Eng,TRUE,6,6,lang_C2,90,0,5,5,FALSE,FALSE,,,,,,0,FALSE,FALSE,EYS16,,
Char_2091,Robert,Brampton,1169,0,TRUE,Eng,TRUE,7,1,lang_C2,90,0,7,5.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EDV02,,
Char_2093,Tristan,Brampton,1176,0,TRUE,Eng,TRUE,5,6,lang_C2,90,0,1,4.33,FALSE,FALSE,,,,,,0,FALSE,FALSE,EDT04,,
Char_2094,Arnaud,de Brecon,1174,0,TRUE,Eng,TRUE,7,1,lang_C2,90,0,7,4.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,ESM06,,
Char_2095,Charles,of Brecon,1159,0,TRUE,Eng,TRUE,6,1,lang_C2,90,0,5,4.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,EST01,,
Char_2096,Guillaume,Brecon,1168,0,TRUE,Eng,TRUE,6,2,lang_C2,90,0,7,3.66,FALSE,FALSE,,,,,,0,FALSE,FALSE,EAR01,,
